text,label,label_name
放学后外卖送错还没人处理，我心里堵着一股火，这件事必须尽快处理,1,愤怒
处理到地图显示路线需要二十分钟这一项时，备注栏补充了日期，整体情况比较平稳,3,中性
这次收到了老师写的鼓励评语，妈妈觉得努力终于有了回报，忍不住又看了一遍结果,0,开心
处理到教室门口贴了新通知这一项时，相关内容已经同步，当前状态保持不变,3,中性
这次上课时旁边一直吵闹，她觉得被耽误得很厉害，希望对方能给个说法,1,愤怒
晚上期待很久的计划取消了，老师声音都低了下来，感觉今天格外漫长,2,伤心
这次成果被同事说成自己的，同学越想越觉得憋屈，手头的效率都被拖慢,1,愤怒
这次努力准备的比赛没有发挥好，队友只想早点休息，睡前还在反复想,2,伤心
因为会议上一直被打断，她手里的事情都被影响了，很难再相信对方的解释,1,愤怒
下午看到下午三点有一场线上会议，文件名改成统一格式，不影响当前计划,3,中性
周末重要消息被拖到最后才通知，老师觉得这事太离谱，只想把原因问清楚,1,愤怒
下班前看到桌上没送出去的礼物，他觉得心里空了一块，晚上也不太想出门,2,伤心
这次同伴又忘了提前说好的事，老师气得不想再解释，手头的效率都被拖慢,1,愤怒
早上离别时没来得及好好道别，妈妈整个人没什么力气，只想让这一天快点过去,2,伤心
处理到软件版本显示为一点二这一项时，操作完成后页面停在确认页，这一步已经完成,3,中性
这次外卖送错还没人处理，同事完全没法心平气和，不想让这种情况再发生,1,愤怒
记录里显示快递状态更新为正在派送，编号已经填入对应位置，资料放在固定位置,3,中性
因为刚整理好的桌面被弄乱，妈妈越解释越觉得累，连后面的安排都受影响,1,愤怒
早上重要的东西弄丢了，同事心里慢慢沉了下去，过了很久才慢慢缓过来,2,伤心
早上想到有人说话阴阳怪气，妈妈火气一下子上来了，只想把原因问清楚,1,愤怒
这次想见的人临时来不了，他走路都变慢了，说话都变少了,2,伤心
聊到辛苦写好的文件被改乱，同学心里特别窝火，不想让这种情况再发生,1,愤怒
聊到晚上回家时路灯显得很冷清，同事感觉周围都安静了，脑子里一直空空的,2,伤心
今天看到快递状态更新为正在派送，现场人员照常排队，没有明显情绪变化,3,中性
放学后想到重要纪念日被忘记了，妈妈把手机放到一边不想看，睡前还在反复想,2,伤心
下午想到被邀请参加期待的活动，朋友开心得反复确认了好几遍，想把这份好心情留久一点,0,开心
确认饭店营业到晚上九点以后，之后再按时间检查，资料放在固定位置,3,中性
聊到买到的东西和描述完全不符，妈妈心里那股火压不下去，这件事必须尽快处理,1,愤怒
放学后车票信息已经发送到手机，先按照原计划执行，不影响当前计划,3,中性
晚上想到准备很久的礼物没被理解，大家觉得特别失落，很难马上打起精神,2,伤心
关于实验记录保存到本地文件，按原安排处理，整体情况比较平稳,3,中性
这次听到熟悉的歌突然想起以前，他心里像压着一块石头，只想早点把灯关掉,2,伤心
刚才跑步刷新了自己的记录，老师脸上的笑意藏不住，觉得这一天没有白过,0,开心
这次告别的时候对方走得很急，妈妈心情一点点暗了下来，脑子里一直空空的,2,伤心
刚才想到帮别人解决问题后被认真感谢，同事心里踏实又满足，连等待都不觉得烦了,0,开心
今天想到做错事后心里一直过不去，同学很久都缓不过来，连回消息都提不起劲,2,伤心
回家路上想到看完了一部很喜欢的电影，他觉得整个人都轻松了，回家的路都变得轻快,0,开心
处理到表格已经整理到最新版本这一项时，操作完成后页面停在确认页，当前状态保持不变,3,中性
这次演讲顺利结束，同学说话都带着笑意，连等待都不觉得烦了,0,开心
刚才深夜消息框一直没有动静，她心里像压着一块石头，脑子里一直空空的,2,伤心
聊到看完了一部很喜欢的电影，老师感觉今天特别顺，后面的安排也变得有盼头,0,开心
聊到想说的话一直没机会说，同学手里的事情也做不下去，睡前还在反复想,2,伤心
关于会议纪要发到了邮箱，按原安排处理，当前状态保持不变,3,中性
这次辛苦写好的文件被改乱，朋友只想马上问清楚，心里一直过不去,1,愤怒
因为收到了久违的问候，老师觉得努力终于有了回报，忍不住又看了一遍结果,0,开心
因为排了很久队却被告知关门，队友真的很难保持冷静，心里一直过不去,1,愤怒
晚上和老朋友聊到很晚，她觉得被认真看见了，后面的安排也变得有盼头,0,开心
周末想到刚排到窗口系统就暂停，妈妈感觉耐心被磨光了，一整天的心情都被打乱,1,愤怒
下午想到拿到了实习录用通知，他觉得这个下午很值得，回家的路都变得轻快,0,开心
早上准备很久的礼物没被理解，她越想越不是滋味，说话都变少了,2,伤心
因为重要电话一直打不通，大家越处理越烦躁，需要先冷静一下,1,愤怒
回家路上银行卡账单已经生成，暂时不需要额外处理，后续再按通知处理,3,中性
因为投出去的简历一直没回音，她心里像压着一块石头，脑子里一直空空的,2,伤心
早上老师把作业要求发到群里，把它记到日程里，后续再按通知处理,3,中性
今天被拒绝后不知道怎么开口，妹妹鼻子忽然有点发酸，只想早点把灯关掉,2,伤心
放学后看到系统提示需要重新登录，先按照原计划执行，不影响当前计划,3,中性
这次客服反复推脱责任，他感觉耐心被磨光了，需要先冷静一下,1,愤怒
记录里显示明天课程按原计划进行，负责的人已经收到通知，相关内容已经记录,3,中性
早上想到看见以前的旧照片，我心里像压着一块石头，过了很久才慢慢缓过来,2,伤心
这次网页加载完成后出现表格，表格里已经更新这一项，流程到这里结束,3,中性
刚才新的学习计划开了好头，他把好消息看了好几遍，回家的路都变得轻快,0,开心
这次教室门口贴了新通知，后面按通知继续跟进，信息已经留档,3,中性
聊到被邀请参加期待的活动，同学觉得这个下午很值得，后面的安排也变得有盼头,0,开心
这次成果被同事说成自己的，妈妈心里那股火压不下去，这件事必须尽快处理,1,愤怒
今天写好的道歉没有勇气发出，他心里酸酸的，心里一直有点堵,2,伤心
因为商家答应退款却一直拖，妹妹只想马上问清楚，心里一直过不去,1,愤怒
回家路上公交刚好赶上了，大家觉得被认真看见了，心里一直暖着,0,开心
这次手机充了一晚还是没电，同学越处理越烦躁，只想把原因问清楚,1,愤怒
早上想到重要的东西弄丢了，同学说话忽然少了很多，很久没有主动开口,2,伤心
回家路上想到沟通好的方案又被临时推翻，同事连消息都不想回，一整天的心情都被打乱,1,愤怒
晚上想到告别的时候对方走得很急，他眼眶有些发热，只想让这一天快点过去,2,伤心
这次今天食堂窗口照常开放，这件事照流程推进，这一步已经完成,3,中性
这次看到空荡的座位，同学很久都缓不过来，很难马上打起精神,2,伤心
早上重要消息被拖到最后才通知，我觉得这事太离谱，这种体验让人很难接受,1,愤怒
聊到收到了老师写的鼓励评语，她心里暖暖的，想把这份好心情留久一点,0,开心
今天快递状态更新为正在派送，负责的人已经收到通知，按时间安排就可以,3,中性
这次告别的时候对方走得很急，她眼眶有些发热，只想让这一天快点过去,2,伤心
这次订单状态变为已发货，表格里已经更新这一项，这一步已经完成,3,中性
这次病好后发现错过很多事情，妈妈越想越不是滋味，过了很久才慢慢缓过来,2,伤心
记录里显示教室门口贴了新通知，确认后关闭了页面，资料放在固定位置,3,中性
因为被要求背不属于自己的锅，大家手里的事情都被影响了，希望对方能给个说法,1,愤怒
周末想到公交刚好赶上了，同学心里暖暖的，觉得这一天没有白过,0,开心
处理到今天食堂窗口照常开放这一项时，先按照原计划执行，流程到这里结束,3,中性
因为生日那天很少有人记得，同事胃口一下子没了，说话都变少了,2,伤心
这次地图显示路线需要二十分钟，备注栏补充了日期，后面继续正常推进,3,中性
聊到拿到了实习录用通知，他觉得自己又有能量了，回家的路都变得轻快,0,开心
这次病好后发现错过很多事情，同事很久都缓不过来，很难马上打起精神,2,伤心
关于会议室预约已经确认，记录按顺序排好了，只是普通的信息更新,3,中性
因为看到空荡的座位，队友眼眶有些发热，过了很久才慢慢缓过来,2,伤心
关于今天食堂窗口照常开放，把它记到日程里，没有明显情绪变化,3,中性
这次看完了一部很喜欢的电影，同学脸上的笑意藏不住，后面的安排也变得有盼头,0,开心
刚才办公室灯已经关闭，目前没有额外变化，信息已经留档,3,中性
下班前想到生日收到了温暖祝福，她连普通的小事都变得顺眼，整个人都松了一口气,0,开心
这次想到离别时没来得及好好道别，我忍不住叹了好几口气，心里一直有点堵,2,伤心
聊到明明预约了却查不到记录，我手里的事情都被影响了，这件事必须尽快处理,1,愤怒
这次电脑提示电量不足，记录按顺序排好了，资料放在固定位置,3,中性
这次雨停后天空变得很亮，同学脸上的笑意藏不住，整个人都松了一口气,0,开心
回家路上看到教室门口贴了新通知，按原安排处理，整体情况比较平稳,3,中性
这次深夜消息框一直没有动静，妹妹脑子里反复想着这件事，只想安静地待一会儿,2,伤心
聊到路上被人无理催促，他整个人都烦了起来，后来想起来还是不舒服,1,愤怒
因为看到桌上没送出去的礼物，她说话忽然少了很多，睡前还在反复想,2,伤心
聊到拖了很久的作业终于完成了，她觉得整个人都轻松了，回家的路都变得轻快,0,开心
因为深夜消息框一直没有动静，同事只想早点休息，只想早点把灯关掉,2,伤心
这次看到今天气温比昨天低两度，记录按顺序排好了，相关内容已经记录,3,中性
因为写好的道歉没有勇气发出，老师手里的事情也做不下去，心里一直有点堵,2,伤心
聊到被邀请参加期待的活动，妹妹连普通的小事都变得顺眼，觉得这一天没有白过,0,开心
这次路上被人无理催促，老师真的很难保持冷静，只想把原因问清楚,1,愤怒
这次生日收到了温暖祝福，妈妈突然对后面的事更有信心，睡前还在回味,0,开心
聊到成果被同事说成自己的，妹妹心里那股火压不下去，需要先冷静一下,1,愤怒
这次计划中的旅行终于确定，同学觉得努力终于有了回报，回家的路都变得轻快,0,开心
回家路上辛苦写好的文件被改乱，大家觉得对方一点也不负责，不想让这种情况再发生,1,愤怒
下班前看到空荡的座位，妈妈胃口一下子没了，连回消息都提不起劲,2,伤心
晚上想到预约成功后又被取消，朋友心里堵着一股火，很难再相信对方的解释,1,愤怒
早上计划表上划掉了最期待的一项，她心里酸酸的，很久没有主动开口,2,伤心
聊到辛苦排版的文档被覆盖，妹妹完全没法心平气和，连后面的安排都受影响,1,愤怒
放学后晚上回家时路灯显得很冷清，妈妈声音都低了下来，连回消息都提不起劲,2,伤心
这次实验记录保存到本地文件，先按照原计划执行，按时间安排就可以,3,中性
晚上想到计划表上划掉了最期待的一项，她把手机放到一边不想看，很难马上打起精神,2,伤心
因为有人说话阴阳怪气，队友手里的事情都被影响了，这件事必须尽快处理,1,愤怒
关于扫码后页面跳转到确认页，这件事照流程推进，按时间安排就可以,3,中性
放学后想到努力准备的比赛没有发挥好，妹妹越想越不是滋味，脑子里一直空空的,2,伤心
因为被老师当众表扬，同学觉得这个下午很值得，睡前还在回味,0,开心
记录里显示课程资料已经上传到群文件，页面内容已经确认，需要时再确认一次,3,中性
早上看完了一部很喜欢的电影，队友突然对后面的事更有信心，后面的安排也变得有盼头,0,开心
下班前想到听到熟悉的歌突然想起以前，朋友越想越不是滋味，连平时喜欢的事都没兴趣,2,伤心
刚才看到实验记录保存到本地文件，把它记到日程里，信息已经留档,3,中性
聊到和老朋友聊到很晚，大家整个人放松下来，感觉被生活轻轻推了一把,0,开心
记录里显示车票信息已经发送到手机，这条消息已经转发给相关同学，当前状态保持不变,3,中性
这次想到被无故指责态度不好，他眉头立刻皱了起来，越拖越让人不满,1,愤怒
这次仓库库存还剩十二件，材料放回原来的文件夹，需要的时候再打开查看,3,中性
今天雨停后天空变得很亮，同学把好消息看了好几遍，想把这份好心情留久一点,0,开心
这次想说的话一直没机会说，妹妹心里慢慢沉了下去，晚上也不太想出门,2,伤心
下午想到拿到了实习录用通知，我开心得反复确认了好几遍，感觉被生活轻轻推了一把,0,开心
放学后看到空荡的座位，队友走路都变慢了，只想早点把灯关掉,2,伤心
晚上想到跑步刷新了自己的记录，我忍不住笑出了声，感觉被生活轻轻推了一把,0,开心
晚上看到餐厅排队人数显示为十六，备注栏补充了日期，后面继续正常推进,3,中性
聊到喜欢的歌手发了新歌，大家想马上把消息分享出去，一路上都觉得空气很清爽,0,开心
这次仓库库存还剩十二件，目前没有额外变化，资料放在固定位置,3,中性
放学后攒钱买到了想要的东西，我觉得自己又有能量了，想把这份好心情留久一点,0,开心
今天深夜消息框一直没有动静，朋友越想越不是滋味，觉得需要一点时间消化,2,伤心
聊到打开窗户闻到了清新的空气，同学心情像被点亮了一样，想把这份好心情留久一点,0,开心
周末想到努力攒的钱又花在意外开销上，妈妈心里慢慢沉了下去，连平时喜欢的事都没兴趣,2,伤心
因为重要消息被拖到最后才通知，妈妈对这种处理方式很不满，这种体验让人很难接受,1,愤怒
这次考试前一晚突然很没底，他胃口一下子没了，只想早点把灯关掉,2,伤心
刚才看到今天气温比昨天低两度，先按照原计划执行，信息已经留档,3,中性
今天完成训练后看到了明显进步，同学心里踏实又满足，整个人都松了一口气,0,开心
这次仓库库存还剩十二件，表格里已经更新这一项，需要时再确认一次,3,中性
因为想说的话一直没机会说，妹妹情绪低了好一会儿，睡前还在反复想,2,伤心
因为排队时被人插队，他眉头立刻皱了起来，希望对方能给个说法,1,愤怒
因为收到了久违的问候，他想马上把消息分享出去，晚上做题都更有劲了,0,开心
晚上系统提示需要重新登录，编号已经填入对应位置，后续再按通知处理,3,中性
周末想到周末终于能出去玩，他眼神都亮了起来，晚上做题都更有劲了,0,开心
聊到期待很久的计划取消了，老师心里酸酸的，连平时喜欢的事都没兴趣,2,伤心
这次早饭买到了热乎的包子，妈妈把好消息看了好几遍，连晚饭都吃得更香,0,开心
这次和朋友产生了误会，我心里酸酸的，过了很久才慢慢缓过来,2,伤心
下班前早饭买到了热乎的包子，大家脸上的笑意藏不住，晚上做题都更有劲了,0,开心
聊到手机充了一晚还是没电，大家真的很难保持冷静，这种体验让人很难接受,1,愤怒
放学后计划中的旅行终于确定，老师忍不住笑出了声，对明天也多了一点期待,0,开心
这次重要电话一直打不通，妹妹心里特别窝火，越拖越让人不满,1,愤怒
这次第一次尝试就成功了，同事心里踏实又满足，对明天也多了一点期待,0,开心
确认老师把作业要求发到群里以后，目前没有额外变化，相关内容已经记录,3,中性
因为考试成绩比预想高，朋友觉得努力终于有了回报，睡前还在回味,0,开心
聊到和朋友产生了误会，她鼻子忽然有点发酸，只想安静地待一会儿,2,伤心
放学后被老师当众表扬，朋友忍不住笑出了声，连晚饭都吃得更香,0,开心
早上想到和朋友产生了误会，同学声音都低了下来，感觉今天格外漫长,2,伤心
刚才想到收到了久违的问候，妈妈觉得整个人都轻松了，一路上都觉得空气很清爽,0,开心
聊到准备很久的礼物没被理解，队友心里像压着一块石头，很久没有主动开口,2,伤心
聊到跑步刷新了自己的记录，妹妹突然对后面的事更有信心，想把这份好心情留久一点,0,开心
回家路上想到病好后发现错过很多事情，妹妹声音都低了下来，说话都变少了,2,伤心
关于白板上写着下一次讨论时间，按原安排处理，相关内容已经记录,3,中性
因为努力准备的比赛没有发挥好，妹妹心里像压着一块石头，心里一直有点堵,2,伤心
回家路上跑步刷新了自己的记录，朋友感觉今天特别顺，对明天也多了一点期待,0,开心
聊到重要的东西弄丢了，我心情一点点暗了下来，只想早点把灯关掉,2,伤心
刚才同一处被反复要求修改，他一瞬间没了耐心，这种体验让人很难接受,1,愤怒
关于办公室灯已经关闭，这条消息已经转发给相关同学，资料放在固定位置,3,中性
这次辛苦准备的材料被随手丢开，他心里堵着一股火，只想把原因问清楚,1,愤怒
确认打印机显示缺纸以后，这条消息已经转发给相关同学，资料放在固定位置,3,中性
因为被无故指责态度不好，大家连消息都不想回，心里一直过不去,1,愤怒
聊到雨停后天空变得很亮，她一路上都想哼歌，心里一直暖着,0,开心
这次辛苦写好的文件被改乱，老师觉得这事太离谱，不想让这种情况再发生,1,愤怒
晚上听到对方说以后再说，他情绪低了好一会儿，只想早点把灯关掉,2,伤心
这次早饭买到了热乎的包子，我心里踏实又满足，想把这份好心情留久一点,0,开心
这次快递状态更新为正在派送，表格里已经更新这一项，没有明显情绪变化,3,中性
回家路上想到重要消息被拖到最后才通知，同学觉得对方一点也不负责，这种体验让人很难接受,1,愤怒
这次看到电梯正在维护中，记录按顺序排好了，当前状态保持不变,3,中性
今天加班结束发现天已经黑了，同学声音都低了下来，很难马上打起精神,2,伤心
回家路上收到了朋友准备的小礼物，她突然对后面的事更有信心，感觉被生活轻轻推了一把,0,开心
确认水杯放在书桌右侧以后，负责的人已经收到通知，不影响当前计划,3,中性
聊到完成训练后看到了明显进步，同事心里踏实又满足，这件小事让人记了很久,0,开心
确认日程表新增了一项安排以后，后面按通知继续跟进，信息已经留档,3,中性
下班前喜欢的歌手发了新歌，他整个人放松下来，连等待都不觉得烦了,0,开心
这次软件版本显示为一点二，暂时不需要额外处理，没有明显情绪变化,3,中性
下班前付款后页面一直报错，同事心里堵着一股火，这种体验让人很难接受,1,愤怒
刚才想到原本熟悉的路变得陌生，妈妈很久都缓不过来，只想让这一天快点过去,2,伤心
放学后想到辛苦排版的文档被覆盖，队友心里那股火压不下去，再拖下去真的受不了,1,愤怒
晚上和朋友产生了误会，我鼻子忽然有点发酸，睡前还在反复想,2,伤心
这次打印到一半突然没纸还没人补，她对这种处理方式很不满，心里一直过不去,1,愤怒
这次被邀请参加期待的活动，朋友说话都带着笑意，睡前还在回味,0,开心
今天比赛结束后没有人留下来，她觉得特别失落，只想早点把灯关掉,2,伤心
这次乱糟糟的计划被理顺了，妈妈一下子有了精神，整个人都松了一口气,0,开心
聊到同一处被反复要求修改，妈妈完全没法心平气和，只想把原因问清楚,1,愤怒
下班前想到作品被同学认真夸奖，朋友把好消息看了好几遍，整个人都松了一口气,0,开心
因为客服反复推脱责任，我连消息都不想回，只想立刻结束这场沟通,1,愤怒
聊到比赛在最后一刻反超了，妈妈觉得自己又有能量了，一路上都觉得空气很清爽,0,开心
记录里显示地图显示路线需要二十分钟，编号已经填入对应位置，资料放在固定位置,3,中性
这次下班路上看到了漂亮晚霞，朋友想马上把消息分享出去，睡前还在回味,0,开心
下班前看到桌面文件按日期排序，把它记到日程里，需要时再确认一次,3,中性
放学后完成训练后看到了明显进步，我一下子有了精神，连晚饭都吃得更香,0,开心
这次辛苦准备的材料被随手丢开，队友越处理越烦躁，后来想起来还是不舒服,1,愤怒
这次考试成绩比预想高，同事觉得整个人都轻松了，连等待都不觉得烦了,0,开心
因为外卖送错还没人处理，老师对这种处理方式很不满，希望对方能给个说法,1,愤怒
聊到原本熟悉的路变得陌生，她把手机放到一边不想看，觉得需要一点时间消化,2,伤心
今天看到软件版本显示为一点二，把信息记录下来，不影响当前计划,3,中性
因为比赛在最后一刻反超了，他心里暖暖的，这件小事让人记了很久,0,开心
这次今天气温比昨天低两度，系统自动保存了记录，相关内容已经记录,3,中性
这次成果被同事说成自己的，妈妈脸色一下子沉了下来，这种体验让人很难接受,1,愤怒
聊到拖了很久的作业终于完成了，妹妹一下子有了精神，整个人都松了一口气,0,开心
聊到客服反复推脱责任，他对这种处理方式很不满，只想立刻结束这场沟通,1,愤怒
因为计划中的旅行终于确定，老师觉得被认真看见了，一路上都觉得空气很清爽,0,开心
下班前会议室预约已经确认，看完后放回原处，需要时再确认一次,3,中性
下班前想到房间突然安静下来，大家脑子里反复想着这件事，只想早点把灯关掉,2,伤心
周末看到明天课程按原计划进行，先按照原计划执行，后面继续正常推进,3,中性
刚才想到商家答应退款却一直拖，我觉得被耽误得很厉害，一整天的心情都被打乱,1,愤怒
聊到周末终于能出去玩，妹妹脚步都变轻快了，回家的路都变得轻快,0,开心
这次付款后页面一直报错，朋友觉得对方一点也不负责，需要先冷静一下,1,愤怒
回家路上晚上回家时路灯显得很冷清，老师觉得特别失落，连平时喜欢的事都没兴趣,2,伤心
周末商家答应退款却一直拖，同事连消息都不想回，希望对方能给个说法,1,愤怒
下午想到抽中了想要的电影票，我忍不住笑出了声，感觉被生活轻轻推了一把,0,开心
晚上想到排了很久队却被告知关门，朋友气得不想再解释，这种体验让人很难接受,1,愤怒
因为重要纪念日被忘记了，妹妹眼眶有些发热，觉得需要一点时间消化,2,伤心
下班前想到打印到一半突然没纸还没人补，队友气得不想再解释，一整天的心情都被打乱,1,愤怒
下午图书馆八点开门，把信息记录下来，不影响当前计划,3,中性
早上想到同伴又忘了提前说好的事，大家气得不想再解释，越拖越让人不满,1,愤怒
今天扫码后页面跳转到确认页，材料放回原来的文件夹，当前状态保持不变,3,中性
这次同伴又忘了提前说好的事，他觉得对方一点也不负责，这种体验让人很难接受,1,愤怒
今天看到餐厅排队人数显示为十六，负责的人已经收到通知，需要时再确认一次,3,中性
因为排队时被人插队，同事脸色一下子沉了下来，很难再相信对方的解释,1,愤怒
聊到投出去的简历一直没回音，队友鼻子忽然有点发酸，睡前还在反复想,2,伤心
今天想到收到了朋友准备的小礼物，老师觉得努力终于有了回报，回家的路都变得轻快,0,开心
因为和家人通话后更加想家，队友说话忽然少了很多，觉得需要一点时间消化,2,伤心
这次早饭买到了热乎的包子，大家一下子有了精神，这件小事让人记了很久,0,开心
记录里显示桌面文件按日期排序，备注栏补充了日期，当前状态保持不变,3,中性
